,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,Simplified_Title,course_title_l,keywords
383,383,383,383,383,738910,[Value Investing] Where White People Keep Their Money,https://www.udemy.com/where-white-people-keep-their-money/,TRUE,200,2715,70,20,Expert Level,4 hours,2016-05-25T21:04:41Z,Business Finance,value investing white people money,[value investing] where white people keep their money,"['value investing white', 'investing white people', 'investing white', 'value investing', 'white people money', 'investing', 'people money', 'white people', 'white', 'money']"
384,384,384,384,384,1015274,How to Start Investing: Made Simple and Easy,https://www.udemy.com/how-to-start-investing-made-simple-and-easy/,TRUE,200,1506,12,12,All Levels,1 hour,2016-11-25T04:52:51Z,Business Finance,start investing simple easy,how to start investing: made simple and easy,"['start investing simple', 'investing simple easy', 'start investing', 'investing simple', 'investing', 'start', 'simple easy', 'simple', 'easy']"
385,385,385,385,385,934574,Basics of Commerce A Complete Study,https://www.udemy.com/basics-of-commerce-a-complete-study/,TRUE,150,2197,4,105,All Levels,5.5 hours,2016-12-21T16:30:33Z,Business Finance,basics commerce complete study,basics of commerce a complete study,"['basics commerce', 'commerce complete study', 'basics commerce complete', 'commerce', 'commerce complete', 'basics', 'complete study', 'study', 'complete']"
386,386,386,386,386,1110470,The Passive Investing Blueprint - Build Wealth Passively,https://www.udemy.com/how-to-start-passive-investing-in-1-day/,TRUE,200,338,32,66,All Levels,3.5 hours,2017-03-08T22:37:44Z,Business Finance,passive investing blueprint  build wealth passively,the passive investing blueprint - build wealth passively,"['passive investing blueprint', 'build wealth passively', 'passive investing', 'wealth passively', 'investing blueprint', 'blueprint build wealth', 'build wealth', 'investing', 'investing blueprint build', 'passively']"
387,387,387,387,387,988804,7 Steps: Your Introduction to Trading,https://www.udemy.com/7-steps-your-introduction-to-trading/,TRUE,25,1076,22,176,Beginner Level,5 hours,2016-11-04T22:07:32Z,Business Finance,7 steps introduction trading,7 steps: your introduction to trading,"['steps introduction trading', 'introduction trading', 'trading', 'steps introduction', 'introduction', 'steps']"
388,388,388,388,388,529718,Forex - Elliott Wave Theory with Fibonacci. ,https://www.udemy.com/forex-strategy-elliott-wave-theory-with-fibonacci/,TRUE,20,2769,54,32,All Levels,1.5 hours,2015-06-19T22:06:07Z,Business Finance,forex  elliott wave theory fibonacci,forex - elliott wave theory with fibonacci. ,"['wave theory fibonacci', 'forex elliott wave', 'elliott wave theory', 'forex elliott', 'elliott wave', 'theory fibonacci', 'fibonacci', 'wave theory', 'forex', 'wave']"
389,389,389,389,389,998872,The Actuarial Profession: Basic Sciences and Principles,https://www.udemy.com/actuarial-intro-eng/,TRUE,25,1531,6,7,Beginner Level,35 mins,2016-11-20T20:47:37Z,Business Finance,actuarial profession basic sciences principles,the actuarial profession: basic sciences and principles,"['actuarial profession', 'actuarial profession basic', 'actuarial', 'profession basic', 'profession basic sciences', 'principles', 'profession', 'sciences principles', 'basic sciences principles', 'sciences']"
390,390,390,390,390,1023670,Investing in stocks: Avoid stock market loss,https://www.udemy.com/avoid-investment-lossesforecast-the-next-recession/,TRUE,125,1136,12,13,Beginner Level,1 hour,2016-11-29T19:05:57Z,Business Finance,investing stocks avoid stock market loss,investing in stocks: avoid stock market loss,"['investing stocks avoid', 'avoid stock market', 'stock market loss', 'stocks avoid', 'avoid stock', 'stocks avoid stock', 'investing stocks', 'market loss', 'stock market', 'stocks']"
391,391,391,391,391,571394,QuickBooks Online: Complete Guide & Certification tips,https://www.udemy.com/learn-quickbooks-online-qbo-with-hector-garcia-and-friends/,TRUE,50,2187,218,91,All Levels,13 hours,2015-08-03T17:46:24Z,Business Finance,quickbooks online complete guide  certification tips,quickbooks online: complete guide & certification tips,"['quickbooks online', 'quickbooks online complete', 'quickbooks', 'guide certification tips', 'certification tips', 'complete guide certification', 'guide certification', 'online complete guide', 'complete guide', 'certification']"
392,392,392,392,392,637176,Build Financial Models & Value Companies The Easy Way,https://www.udemy.com/build-basic-financial-models-valuation-companies-the-easy-way/,TRUE,20,1609,137,18,All Levels,1 hour,2015-10-13T00:45:13Z,Business Finance,build financial models  value companies easy way,build financial models & value companies the easy way,"['build financial models', 'models value companies', 'value companies easy', 'financial models value', 'financial models', 'value companies', 'build financial', 'companies easy', 'models value', 'companies easy way']"
393,393,393,393,393,677802,Adventure Capital: How to pay off debt ,https://www.udemy.com/how-to-pay-off-debt/,TRUE,20,2895,56,14,Beginner Level,1 hour,2015-11-23T21:19:00Z,Business Finance,adventure capital pay debt,adventure capital: how to pay off debt ,"['capital pay debt', 'adventure capital pay', 'pay debt', 'debt', 'adventure capital', 'capital pay', 'adventure', 'pay', 'capital']"
394,394,394,394,394,1084642,Chart Patterns Trading Demystified,https://www.udemy.com/stock-chart-patterns-forecasting-explosive-gains-technical-analysis/,TRUE,200,1023,8,29,All Levels,2.5 hours,2017-02-08T03:49:44Z,Business Finance,chart patterns trading demystified,chart patterns trading demystified,"['chart patterns trading', 'patterns trading demystified', 'chart patterns', 'patterns trading', 'trading demystified', 'chart', 'patterns', 'trading', 'demystified']"
395,395,395,395,395,739390,Financial Planning & Analysis: Building a Company's Budget,https://www.udemy.com/financial-planning-analysis-building-a-companys-budget/,TRUE,150,1988,137,27,All Levels,1.5 hours,2016-06-15T23:45:51Z,Business Finance,financial planning  analysis building companys budget,financial planning & analysis: building a company's budget,"['building company budget', 'financial planning analysis', 'company budget', 'financial planning', 'analysis building company', 'planning analysis', 'budget', 'analysis building', 'planning analysis building', 'building company']"
396,396,396,396,396,1134864,Simple things you must know before start FOREX (OFFER),https://www.udemy.com/forex-simple-things/,TRUE,200,1053,20,15,Beginner Level,44 mins,2017-03-10T22:11:34Z,Business Finance,simple things know start forex offer,simple things you must know before start forex (offer),"['know start forex', 'start forex offer', 'start forex', 'forex offer', 'forex', 'things know start', 'know start', 'start', 'simple things', 'offer']"
397,397,397,397,397,489146,Practical Finance,https://www.udemy.com/practical-finance/,TRUE,20,4497,281,11,All Levels,1 hour,2015-07-14T18:14:16Z,Business Finance,practical finance,practical finance,"['practical finance', 'finance', 'practical']"
398,398,398,398,398,910650,Forex Trading: Comprehensive & Concise Forex Trading Course,https://www.udemy.com/forex-trading-comprehensive-concise-forex-trading-course/,TRUE,160,2379,33,44,All Levels,3.5 hours,2016-08-06T00:52:21Z,Business Finance,forex trading comprehensive  concise forex trading course,forex trading: comprehensive & concise forex trading course,"['forex trading course', 'forex trading comprehensive', 'concise forex trading', 'forex trading', 'comprehensive concise forex', 'concise forex', 'forex', 'trading course', 'trading comprehensive concise', 'trading comprehensive']"
399,399,399,399,399,1079040,Leaps Options Trading System - Diagonal Leaps Options Spread,https://www.udemy.com/leaps-options-trading-system-diagonal-leaps-options-spread/,TRUE,200,993,19,16,All Levels,1 hour,2017-01-19T19:09:29Z,Business Finance,leaps options trading system  diagonal leaps options spread,leaps options trading system - diagonal leaps options spread,"['leaps options spread', 'leaps options trading', 'leaps options', 'diagonal leaps options', 'trading diagonal leaps', 'options trading diagonal', 'options spread', 'leaps', 'trading diagonal', 'options trading']"
400,400,400,400,400,109622,Finance - Ratios Analysis & Interpretations,https://www.udemy.com/financial-ratios/,TRUE,30,10338,52,41,Beginner Level,2.5 hours,2013-10-23T18:34:25Z,Business Finance,finance  ratios analysis  interpretations,finance - ratios analysis & interpretations,"['ratios analysis interpretations', 'finance ratios analysis', 'ratios analysis', 'finance ratios', 'ratios', 'analysis interpretations', 'finance', 'analysis', 'interpretations']"
401,401,401,401,401,881378,Forex Trading -  Learn to Trade From Scratch!,https://www.udemy.com/forex-trading-ultimate-course-to-get-you-started/,TRUE,20,1423,103,37,Beginner Level,1.5 hours,2016-06-19T14:56:45Z,Business Finance,forex trading  learn trade scratch,forex trading -  learn to trade from scratch!,"['forex trading learn', 'forex trading', 'trading learn trade', 'trading learn', 'forex', 'learn trade', 'learn trade scratch', 'trading', 'learn', 'trade']"
402,402,402,402,402,474150,Technical Analysis tools for Stocks and Options trading,https://www.udemy.com/technical-analysis-tools-for-stock-trading-and-options-trading/,TRUE,40,3555,89,11,All Levels,1.5 hours,2015-04-12T18:31:07Z,Business Finance,technical analysis tools stocks options trading,technical analysis tools for stocks and options trading,"['technical analysis tools', 'analysis tools stocks', 'technical analysis', 'analysis tools', 'tools stocks options', 'stocks options trading', 'options trading', 'tools stocks', 'stocks options', 'stocks']"
403,403,403,403,403,1046724,Quantitative Trading Analysis with R,https://www.udemy.com/quantitative-trading-analysis-with-r/,TRUE,50,567,40,53,All Levels,7.5 hours,2016-12-22T18:24:55Z,Business Finance,quantitative trading analysis r,quantitative trading analysis with r,"['quantitative trading analysis', 'trading analysis', 'quantitative trading', 'analysis', 'trading', 'quantitative']"
404,404,404,404,404,1095116,Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours),https://www.udemy.com/charting-for-penny-stocks-technical-analysis-best-penny-stocks-buy/,TRUE,200,1085,17,48,All Levels,6 hours,2017-02-03T16:44:02Z,Business Finance,penny stocks king 2 trade penny stocks 6 hours,penny stocks king: how 2 really trade penny stocks (6 hours),"['trade penny stocks', 'penny stocks king', 'penny stocks', 'penny stocks hours', 'stocks king', 'stocks', 'trade penny', 'stocks king really', 'really trade penny', 'stocks hours']"
405,405,405,405,405,233900,Get Started With Penny Stocks -Step by Step Guide to Trading,https://www.udemy.com/trading-penny-stocks-advanced-strategies/,TRUE,200,7159,61,18,All Levels,2 hours,2014-06-02T03:34:56Z,Business Finance,started penny stocks step step guide trading,get started with penny stocks -step by step guide to trading,"['started penny stocks', 'penny stocks', 'penny stocks step', 'step guide trading', 'stocks step step', 'guide trading', 'started penny', 'stocks', 'stocks step', 'penny']"
406,406,406,406,406,116128,CPA 101: How To Master Affiliate Marketing In No Time,https://www.udemy.com/cpa-marketing-101/,TRUE,100,11517,92,21,All Levels,1.5 hours,2013-11-09T21:46:52Z,Business Finance,cpa 101 master affiliate marketing time,cpa 101: how to master affiliate marketing in no time,"['master affiliate marketing', 'affiliate marketing', 'affiliate marketing time', 'master affiliate', 'affiliate', 'cpa 101 master', '101 master affiliate', 'cpa 101', 'cpa', 'marketing']"
407,407,407,407,407,1249164,Corporate Internal Controls and Fraud Controls,https://www.udemy.com/corporate-internal-controls-fraud-controls/,TRUE,50,1,0,12,Intermediate Level,2 hours,2017-06-29T17:27:52Z,Business Finance,corporate internal controls fraud controls,corporate internal controls and fraud controls,"['internal controls fraud', 'corporate internal controls', 'fraud controls', 'controls fraud', 'controls fraud controls', 'corporate internal', 'internal controls', 'corporate', 'fraud', 'internal']"
408,408,408,408,408,877106,"Forex trading tactics, that work!",https://www.udemy.com/forex-trading-tactics-that-work/,TRUE,20,10,1,5,Beginner Level,36 mins,2016-06-16T20:23:51Z,Business Finance,forex trading tactics work,"forex trading tactics, that work!","['forex trading tactics', 'forex trading', 'trading tactics work', 'forex', 'trading tactics', 'trading', 'tactics work', 'tactics', 'work']"
409,409,409,409,409,65105,Professional Risk Manager (PRM) Certification: Level 2,https://www.udemy.com/professional-risk-manager-prm-certification-level-2/,TRUE,50,41,1,55,All Levels,7.5 hours,2013-07-23T20:24:14Z,Business Finance,professional risk manager prm certification level 2,professional risk manager (prm) certification: level 2,"['prm certification level', 'prm certification', 'manager prm certification', 'risk manager prm', 'professional risk manager', 'risk manager', 'professional risk', 'certification level', 'prm', 'manager prm']"
410,410,410,410,410,889066,Trading Options Basics,https://www.udemy.com/trading-options-basics/,TRUE,200,8,0,8,Beginner Level,1.5 hours,2016-07-01T03:13:22Z,Business Finance,trading options basics,trading options basics,"['trading options basics', 'trading options', 'options basics', 'options', 'basics', 'trading']"
411,411,411,411,411,28172,Practical Trading on Financial Futures & Options Markets,https://www.udemy.com/getting-started-with-option-spreads/,TRUE,50,43,0,25,Beginner Level,4 hours,2012-11-12T15:01:43Z,Business Finance,practical trading financial futures  options markets,practical trading on financial futures & options markets,"['trading financial futures', 'practical trading financial', 'financial futures options', 'futures options markets', 'financial futures', 'trading financial', 'options markets', 'practical trading', 'futures options', 'futures']"
412,412,412,412,412,257996,Bookkeeping made simple,https://www.udemy.com/bookkeeping-essentials/,TRUE,30,23,1,19,Beginner Level,1 hour,2015-02-13T12:50:30Z,Business Finance,bookkeeping simple,bookkeeping made simple,"['bookkeeping simple', 'bookkeeping', 'simple']"
413,413,413,413,413,811534,The Visual Learning Basic Accounting Course,https://www.udemy.com/the-visual-learning-basic-accounting-course/,TRUE,20,9,0,6,Beginner Level,1 hour,2016-05-03T21:14:25Z,Business Finance,visual learning basic accounting course,the visual learning basic accounting course,"['visual learning basic', 'learning basic accounting', 'basic accounting course', 'accounting course', 'basic accounting', 'learning basic', 'accounting', 'visual learning', 'learning', 'visual']"
414,414,414,414,414,95176,ChalkTalk: Financial Accounting,https://www.udemy.com/chalk-talk-accounting/,TRUE,20,25,1,108,All Levels,3.5 hours,2014-01-23T22:33:18Z,Business Finance,chalktalk financial accounting,chalktalk: financial accounting,"['chalktalk financial accounting', 'financial accounting', 'accounting', 'chalktalk financial', 'financial', 'chalktalk']"
415,415,415,415,415,880564,The 7 fundamentals to Successful Cashflow Management,https://www.udemy.com/successful-cashflow-management/,TRUE,25,7,0,12,All Levels,1 hour,2016-07-11T17:22:40Z,Business Finance,7 fundamentals successful cashflow management,the 7 fundamentals to successful cashflow management,"['successful cashflow management', 'cashflow management', 'fundamentals successful cashflow', 'successful cashflow', 'cashflow', 'management', 'fundamentals successful', 'fundamentals', 'successful']"
416,416,416,416,416,613944,How to trade options,https://www.udemy.com/how-to-trade-options/,TRUE,45,12,1,9,Intermediate Level,43 mins,2015-09-20T21:45:48Z,Business Finance,trade options,how to trade options,"['trade options', 'options', 'trade']"
417,417,417,417,417,1208148,Coaching Course:Investment Analysis for your clients,https://www.udemy.com/coaching-courseinvestment-analysis-for-your-clientsjoanne/,TRUE,200,1,0,6,Intermediate Level,34 mins,2017-06-23T16:35:04Z,Business Finance,coaching courseinvestment analysis clients,coaching course:investment analysis for your clients,"['course investment analysis', 'investment analysis clients', 'investment analysis', 'coaching course investment', 'course investment', 'investment', 'coaching course', 'analysis clients', 'analysis', 'clients']"
418,418,418,418,418,24815,Harnessing the Power of Growth Stocks,https://www.udemy.com/harnessing-the-power-of-growth-stocks/,TRUE,50,29,2,7,Intermediate Level,2 hours,2012-10-31T01:05:18Z,Business Finance,harnessing power growth stocks,harnessing the power of growth stocks,"['growth stocks', 'power growth stocks', 'stocks', 'harnessing power growth', 'growth', 'power growth', 'harnessing power', 'power', 'harnessing']"
419,419,419,419,419,736836,The Investment Banking Recruitment Series,https://www.udemy.com/investmentbanking/,TRUE,40,17,6,26,All Levels,3.5 hours,2016-02-06T01:21:33Z,Business Finance,investment banking recruitment series,the investment banking recruitment series,"['investment banking recruitment', 'banking recruitment series', 'banking recruitment', 'investment banking', 'recruitment series', 'recruitment', 'banking', 'investment', 'series']"
420,420,420,420,420,462474,Business Banking 101,https://www.udemy.com/business-banking-101/,TRUE,25,132,3,14,All Levels,1.5 hours,2015-04-06T18:05:26Z,Business Finance,business banking 101,business banking 101,"['business banking 101', 'banking 101', 'business banking', 'banking', 'business', '101']"
421,421,421,421,421,73938,CFA Level I Workshop 2: Financial Reporting & Analysis I ,https://www.udemy.com/cfa-workshop-2/,TRUE,20,126,2,5,All Levels,1 hour,2013-08-12T13:26:27Z,Business Finance,cfa level workshop 2 financial reporting  analysis,cfa level i workshop 2: financial reporting & analysis i ,"['financial reporting analysis', 'workshop financial reporting', 'financial reporting', 'reporting analysis', 'cfa level workshop', 'cfa level', 'level workshop financial', 'workshop financial', 'financial', 'cfa']"
422,422,422,422,422,158444,Breakout Patterns Workshop by Pattern Trader,https://www.udemy.com/breakout-patterns-workshop-by-pattern-trader/,TRUE,60,32,6,15,All Levels,1.5 hours,2016-09-09T04:22:05Z,Business Finance,breakout patterns workshop pattern trader,breakout patterns workshop by pattern trader,"['breakout patterns workshop', 'patterns workshop pattern', 'patterns workshop', 'workshop pattern trader', 'workshop pattern', 'pattern trader', 'breakout patterns', 'workshop', 'patterns', 'pattern']"
423,423,423,423,423,577198,Asset Protection Using Offshore Companies,https://www.udemy.com/asset-protection-using-offshore-companies/,TRUE,20,480,3,21,All Levels,1 hour,2015-08-12T17:28:53Z,Business Finance,asset protection offshore companies,asset protection using offshore companies,"['protection using offshore', 'using offshore companies', 'asset protection', 'offshore companies', 'asset protection using', 'using offshore', 'offshore', 'protection using', 'protection', 'companies']"
424,424,424,424,424,993160,Get Credit for Your EIN That's Not Linked to Your SSN,https://www.udemy.com/business-credit/,TRUE,20,27,4,15,Beginner Level,1.5 hours,2016-12-14T17:29:34Z,Business Finance,credit ein thats linked ssn,get credit for your ein that's not linked to your ssn,"['ein linked ssn', 'credit ein linked', 'credit ein', 'ein linked', 'linked ssn', 'ein', 'ssn', 'credit', 'linked']"
425,425,425,425,425,233294,Financial Translation,https://www.udemy.com/financial-translation/,TRUE,20,167,6,29,Beginner Level,1.5 hours,2014-06-11T17:50:13Z,Business Finance,financial translation,financial translation,"['financial translation', 'translation', 'financial']"
426,426,426,426,426,281844,How to Pick Stocks,https://www.udemy.com/pickwinningstocks/,TRUE,20,131,3,28,All Levels,1.5 hours,2014-09-15T19:45:17Z,Business Finance,pick stocks,how to pick stocks,"['pick stocks', 'stocks', 'pick']"
427,427,427,427,427,1072156,Binary Beginners Mastery Strategy.,https://www.udemy.com/binary-beginners-mastery-strategy/,FALSE,Free,927,8,14,Beginner Level,1 hour,2017-05-02T18:58:47Z,Business Finance,binary beginners mastery strategy,binary beginners mastery strategy.,"['binary beginners mastery', 'binary beginners', 'beginners mastery strategy', 'mastery strategy', 'beginners mastery', 'binary', 'mastery', 'beginners', 'strategy']"
428,428,428,428,428,607362,Accounting 101-Master Class for Understanding Business,https://www.udemy.com/master-key-financial-indicators-and-build-business-success/,TRUE,20,37,2,43,All Levels,2.5 hours,2015-10-10T04:45:42Z,Business Finance,accounting 101master class understanding business,accounting 101-master class for understanding business,"['accounting 101 master', 'accounting 101', 'class understanding business', 'understanding business', 'accounting', 'master class understanding', '101 master class', 'master class', 'business', 'class understanding']"
429,429,429,429,429,1069866,High-Frequency Trading & Dark Pools,https://www.udemy.com/high-frequency-trading-dark-pools/,TRUE,40,19,11,22,Beginner Level,2 hours,2017-04-18T21:43:21Z,Business Finance,highfrequency trading  dark pools,high-frequency trading & dark pools,"['trading dark pools', 'high frequency trading', 'frequency trading dark', 'frequency trading', 'dark pools', 'trading dark', 'high frequency', 'trading', 'dark', 'frequency']"
430,430,430,430,430,25794,How To Crowdfund,https://www.udemy.com/how-to-crowdfund/,TRUE,30,43,6,17,All Levels,1.5 hours,2012-10-02T22:00:03Z,Business Finance,crowdfund,how to crowdfund,['crowdfund']
431,431,431,431,431,387348,Financial Statement Fundamentals for Small Biz & Investors,https://www.udemy.com/financial-statement-fundamentals/,TRUE,30,751,1,61,Beginner Level,3 hours,2015-05-14T21:17:53Z,Business Finance,financial statement fundamentals small biz  investors,financial statement fundamentals for small biz & investors,"['financial statement fundamentals', 'fundamentals small biz', 'financial statement', 'small biz investors', 'biz investors', 'fundamentals small', 'small biz', 'statement fundamentals small', 'investors', 'fundamentals']"
432,432,432,432,432,475912,Master The Stock Market with practice,https://www.udemy.com/master-the-stock-market-with-practice/,TRUE,35,49,10,42,All Levels,2 hours,2015-05-15T18:04:34Z,Business Finance,master stock market practice,master the stock market with practice,"['stock market practice', 'master stock market', 'stock market', 'master stock', 'market practice', 'market', 'stock', 'practice', 'master']"
433,433,433,433,433,332690,Introduction to Trade Theory (Technical Analysis) For Stocks,https://www.udemy.com/intro-price-theory-klatch-tminr/,TRUE,20,45,4,6,Beginner Level,1 hour,2014-11-24T04:14:02Z,Business Finance,introduction trade theory technical analysis stocks,introduction to trade theory (technical analysis) for stocks,"['trade theory technical', 'technical analysis stocks', 'technical analysis', 'theory technical analysis', 'analysis stocks', 'introduction trade theory', 'introduction trade', 'trade theory', 'stocks', 'theory technical']"
434,434,434,434,434,830870,Forex Trading For Beginners: Technical Trading,https://www.udemy.com/forex-trading-for-beginners-technical-trading/,FALSE,Free,1685,29,16,Beginner Level,2 hours,2016-04-28T22:42:54Z,Business Finance,forex trading beginners technical trading,forex trading for beginners: technical trading,"['forex trading beginners', 'beginners technical trading', 'forex trading', 'trading beginners technical', 'technical trading', 'forex', 'trading beginners', 'beginners technical', 'trading', 'technical']"
435,435,435,435,435,199822,IAS 12 - Accounting for Income Taxes (Basics),https://www.udemy.com/ias-12-accounting-for-income-taxes-basics/,FALSE,Free,4269,60,17,All Levels,4.5 hours,2014-05-17T13:19:55Z,Business Finance,ias 12  accounting income taxes basics,ias 12 - accounting for income taxes (basics),"['accounting income taxes', 'income taxes basics', '12 accounting income', 'accounting income', 'taxes basics', 'ias 12 accounting', 'income taxes', '12 accounting', 'taxes', 'accounting']"
436,436,436,436,436,56058,Surpassing Your Kickstarter Goals,https://www.udemy.com/surpassing-your-kickstarter-goals/,TRUE,30,124,7,12,All Levels,1 hour,2013-05-24T17:42:25Z,Business Finance,surpassing kickstarter goals,surpassing your kickstarter goals,"['surpassing kickstarter goals', 'surpassing kickstarter', 'kickstarter goals', 'kickstarter', 'surpassing', 'goals']"
437,437,437,437,437,587232,Simple Linear Regression Analysis ( A Complete Course ),https://www.udemy.com/macro-economic-concepts/,TRUE,200,811,5,29,All Levels,1.5 hours,2015-08-27T19:42:37Z,Business Finance,simple linear regression analysis  complete course ,simple linear regression analysis ( a complete course ),"['linear regression analysis', 'simple linear regression', 'linear regression', 'regression analysis', 'regression analysis complete', 'regression', 'simple linear', 'analysis complete course', 'linear', 'analysis complete']"
438,438,438,438,438,398798,Forex: Learn to Trade Forex and FX Consistently,https://www.udemy.com/forex-learn-to-trade-forex-and-fx-consistently/,TRUE,50,956,4,21,All Levels,5.5 hours,2015-01-20T04:28:14Z,Business Finance,forex learn trade forex fx consistently,forex: learn to trade forex and fx consistently,"['learn trade forex', 'forex learn trade', 'forex learn', 'forex fx consistently', 'trade forex fx', 'trade forex', 'forex fx', 'forex', 'fx consistently', 'learn trade']"
439,439,439,439,439,130366,Trading: High-ROI Trading,https://www.udemy.com/the-high-roi-trading-video-course/,TRUE,190,126,20,47,Intermediate Level,12.5 hours,2014-02-05T19:02:33Z,Business Finance,trading highroi trading,trading: high-roi trading,"['high roi trading', 'roi trading', 'trading high roi', 'high roi', 'trading high', 'roi', 'trading', 'high']"
440,440,440,440,440,530430,Fundraising 101,https://www.udemy.com/fundraising101/,TRUE,95,26,4,5,Beginner Level,1 hour,2015-06-17T23:50:28Z,Business Finance,fundraising 101,fundraising 101,"['fundraising 101', 'fundraising', '101']"
441,441,441,441,441,615204,Professional Bookkeeping & Accounting 2 - Bank Daybook,https://www.udemy.com/professional-bookkeeping-accounting-2-petty-cash-bank/,TRUE,35,91,6,36,All Levels,2 hours,2015-11-01T18:29:15Z,Business Finance,professional bookkeeping  accounting 2  bank daybook,professional bookkeeping & accounting 2 - bank daybook,"['accounting bank daybook', 'bank daybook', 'professional bookkeeping accounting', 'professional bookkeeping', 'bookkeeping accounting bank', 'bookkeeping accounting', 'bookkeeping', 'accounting bank', 'daybook', 'accounting']"
442,442,442,442,442,441016,Filing with Companies House UK,https://www.udemy.com/filing-with-companies-house-uk/,TRUE,30,30,5,9,All Levels,1 hour,2015-03-08T19:26:34Z,Business Finance,filing companies house uk,filing with companies house uk,"['filing companies house', 'companies house uk', 'filing companies', 'companies house', 'filing', 'house uk', 'uk', 'companies', 'house']"
443,443,443,443,443,598722,"Build, Grow, and Protect Your Assets: A Step-by-Step Guide",https://www.udemy.com/ron-delegges-crash-course-for-investors/,TRUE,195,226,26,26,All Levels,3.5 hours,2015-09-23T03:00:27Z,Business Finance,build grow protect assets stepbystep guide,"build, grow, and protect your assets: a step-by-step guide","['grow protect assets', 'protect assets', 'assets step step', 'protect assets step', 'assets', 'assets step', 'build grow', 'build grow protect', 'step step guide', 'grow protect']"
444,444,444,444,444,1225674,The Advantages of ETF Options and Index Options Trading,https://www.udemy.com/learn-etf-options-and-index-options-trading/,TRUE,60,52,3,9,Intermediate Level,1 hour,2017-05-23T21:04:42Z,Business Finance,advantages etf options index options trading,the advantages of etf options and index options trading,"['advantages etf options', 'etf options', 'index options trading', 'advantages etf', 'etf options index', 'options trading', 'etf', 'options index', 'options index options', 'index options']"
445,445,445,445,445,1167536,Learn to Trade Forex - from Beginner to Professional,https://www.udemy.com/learn-to-trade-forex-from-only-10-minutes-a-day/,TRUE,195,89,7,64,All Levels,12.5 hours,2017-04-06T16:59:36Z,Business Finance,learn trade forex  beginner professional,learn to trade forex - from beginner to professional,"['forex beginner professional', 'learn trade forex', 'trade forex beginner', 'forex beginner', 'trade forex', 'forex', 'learn trade', 'beginner professional', 'beginner', 'learn']"
446,446,446,446,446,979616,"Investing In Stocks For Big Gains, Fundamental Investing",https://www.udemy.com/fundamental-analysis-of-stocks/,TRUE,200,267,11,21,All Levels,2 hours,2016-10-22T14:28:36Z,Business Finance,investing stocks big gains fundamental investing,"investing in stocks for big gains, fundamental investing","['gains fundamental investing', 'investing stocks big', 'fundamental investing', 'investing stocks', 'big gains fundamental', 'investing', 'stocks big', 'stocks big gains', 'gains fundamental', 'stocks']"
447,447,447,447,447,528488,Introduction to Equity Markets,https://www.udemy.com/introduction-to-equity-markets/,FALSE,Free,4770,64,31,Beginner Level,6.5 hours,2015-07-30T19:00:30Z,Business Finance,introduction equity markets,introduction to equity markets,"['introduction equity markets', 'equity markets', 'introduction equity', 'markets', 'equity', 'introduction']"
448,448,448,448,448,832832,Beginners Guide To Ichimoku Trading,https://www.udemy.com/ichimoku/,TRUE,20,265,16,17,All Levels,1 hour,2016-04-27T20:06:23Z,Business Finance,beginners guide ichimoku trading,beginners guide to ichimoku trading,"['guide ichimoku trading', 'ichimoku trading', 'beginners guide ichimoku', 'guide ichimoku', 'ichimoku', 'trading', 'beginners guide', 'guide', 'beginners']"
449,449,449,449,449,256094,Financial Management - Ratio Analysis,https://www.udemy.com/financial-ratio-analysis/,TRUE,20,2046,9,72,Beginner Level,5.5 hours,2014-07-05T15:25:07Z,Business Finance,financial management  ratio analysis,financial management - ratio analysis,"['ratio analysis', 'financial management ratio', 'management ratio analysis', 'management ratio', 'ratio', 'financial management', 'financial', 'analysis', 'management']"
450,450,450,450,450,975074,ALGOTECH Hedge Fund Method for Stock Market Trading,https://www.udemy.com/algotech-hedge-fund-method-for-stock-market/,TRUE,20,605,19,4,All Levels,19 mins,2016-10-10T21:05:19Z,Business Finance,algotech hedge fund method stock market trading,algotech hedge fund method for stock market trading,"['algotech hedge fund', 'algotech hedge', 'hedge fund method', 'hedge fund', 'fund method stock', 'method stock market', 'method stock', 'market trading', 'stock market trading', 'fund method']"
451,451,451,451,451,436488,Futures/Commodity Trading,https://www.udemy.com/futurestrading/,TRUE,50,472,34,23,All Levels,5.5 hours,2015-03-05T22:58:02Z,Business Finance,futurescommodity trading,futures/commodity trading,"['futures commodity trading', 'commodity trading', 'futures commodity', 'futures', 'commodity', 'trading']"
452,452,452,452,452,72644,Complete Claritas Investment Certificate,https://www.udemy.com/claritas-investment-certificate/,TRUE,50,388,56,35,All Levels,11.5 hours,2013-08-05T16:01:50Z,Business Finance,complete claritas investment certificate,complete claritas investment certificate,"['claritas investment certificate', 'complete claritas investment', 'claritas investment', 'investment certificate', 'certificate', 'complete claritas', 'claritas', 'investment', 'complete']"
